hospital_name,name,rating,review
Siloam Hospitals Semarang,Ignatius Handoko,1.0,"(Translated by Google) I did the PCR test.. the results were negative.. but the CT value was not listed. Even though the cost is the same, in other labs the CT value is listed. When I called, she said: indeed, if it is in Siloam, the negative result is not written down the CT value. Why is that? Only the lab knows.. Can I talk to the lab? Everyone's busy. Alrighthhhh!!!! If it is stated up front that the CT Value is not listed, it's okay.. Damn this is the lab The sampling booth is also less representative. Using a booth like an atm booth. (Original) Saya test PCR.. hasil negatif.. tapi tdk tercantum CT value. Pdhal dgn biaya sama, di lab lain dicantumkan CT value. Ketika sy telpon, kata mbaknya : memang kalau di siloam, hasil negatif tdk dituliskan CT value. Kenapa begitu? Yg tau hanya pihak lab.. Boleh sy bicara dgn pihak lab ? Sedang sibuk semua. Baiklahhhhhh !!!! Seandainya disampaikan di depan bahwa tidak tercantum CT Value, it's oke.. Parah ini lab-nya Bilik pengambilan sampel juga kurang representatif. Memakai bilik seperti bilik atm."
Siloam Hospitals Semarang,Bayu Andiqa,1.0,"(Translated by Google) The old results came out and were not in the apk in the care to protect it, it was my job to go out of town, but this time the antigen was not in the apk, right, it's a big hospital (Original) Hasil lama keluar dan gak ada di apk di peduli lingdungi, saya itu tugas nya keluar kota,tapi baru kali antigen gak ada di apk nya,, kan rumah sakit besar"
Siloam Hospitals Semarang,Ganes Wahyutyasto,4.0,"(Translated by Google) Per25juli2021 rapidtest antigen 115k, antibody 99k PCR 600rb Fast service, friendly, but waiting for the semi-outdoor is quite dangerous too. For igd service, it's okay too (Original) Per25juli2021 rapidtest antigen 115rb, antibodi 99rb PCR 600rb Cepet pelayanan, ramah, tapi nunggunya semi outdoor cukup bahaya juga. Buat pelayanan igd juga oke"
Siloam Hospitals Semarang,Annchi WenXiao,1.0,"(Translated by Google) Be careful this is a hospital scam.. It's clear on the RT-PCR banner, next day, I did PCR from Saturday until today, Monday, I didn't send an email to the hospital, the results haven't come out yet.. what's the responsibility.. please if we go to the hospital, sick people get hurt, don't make it more difficult. .. if you can't do it right next day, don't write any banners.. just come here once, the management name is good, the service is worse than the puskesmas... (Original) Hati hati penipuan ni rumah sakit.. Jelas2 di spanduk RT-PCR next day saya PCR dari hari sabtu smpek ini hari senin ga ada di kirim email saya samperin RSpun hasil blm keluar.. mana tanggung jwbnya.. tolong ya adanya kita ke RS itu orang sakit kena musibah jgn tambah disusahkan lagi.. kalo memang tdk bisa tepat next day ga usah tulis spanduk sgala.. sekali aja kesini,nama managemenya aja bagus pelayananya lebih buruk dari puskesmas..."
Siloam Hospitals Semarang,Gin Gin Ginanjar,1.0,"(Translated by Google) Queuing for 1.5 hours for Rapid antigen.. There has been a GL from the company from last week.. Eh, when I asked, it was said that I couldn't and had to confirm it to Marketing... It should have been conveyed from the beginning, we came.. Don't tell us to wait for the end -the end is not registered yet.. Same for the Rapid waiting room at the front.. Lots of mosquitoes.. We went there for rapid.. In fact, we got a bonus bump, thankfully no DHF (Original) Antri 1,5 jam buat Rapid antigen.. Sudah ada GL dari Perusahaan dari minggu lalu.. Eh pas tanya malah dibilang belum bisa dan harus confirm ke Marketing... Harusnya kan disampaikan dari awal kita datang dong.. Jangan kita disuruh nunggu ujung-ujungnya belum terRegister.. Sama untuk ruang tunggu Rapid di bagian depan.. Banyak nyamuknya.. Kita kesitu untuk rapid.. Malah dapat bonus bentol2 syukur2 gak DBD"
Siloam Hospitals Semarang,Marithza Icha,5.0,"(Translated by Google) I started going to Hermina Pandanaran Hospital when I gave birth in 2014. The service and care for me was very satisfying. Now my child is being treated here, the service and treatment has not changed, it is still satisfying. Hopefully the future will be better (Original) Saya mulai k RS Hermina Pandanaran saat melahirkan tahun 2014. Pelayanan n perawatan bagi saya sangat memuaskan. Skrg anak saya dirawat disni, pelayanan n perawatannya tidak berubah masih memuaskan. Semoga k depannya lebih baik"
Siloam Hospitals Semarang,Hanna Oei,1.0,"(Translated by Google) The service hospital is taking too long, I've been waiting for the results for more than 1x24 hours, he said in the email, it didn't work. The service phone can't be connected, big name hospitals outside, in Semarang sucks! (Original) RS pelayanan lama sekali, sudah nunggu hasil lebih dari 1x24 jam katanya di email, gak sampai-sampai. Telpon layanannya tidak bisa tersambung, RS nama besar di luar aja, di Semarang payah!"
Siloam Hospitals Semarang,Heribertha Lucia,5.0,"(Translated by Google) Siloam Hospital Semarang..The hospital which is located near Peterongan .. I was there when I wanted Rappid, for good service, friendly, and strategic location. One thing is unfortunate ... parking is difficult, there is no special place ... it is on the side of the road ... to queue, it's still outside the building ... but I still understand ... the name is a new category hospital in Semarang. I hope in the future it will improve itself to compete in service humanity. (Original) Siloam Hospital Semarang..Rumah Sakit yg terletak dkt Peterongan..aku pernah kesana waktu mau Rappid ,untuk pelayanannya baik,ramah, dan tempatnya strategis. Satu yang disayangkan...parkirnya susah gak ada tempat khusus ..adanya dipinggir jalan..untuk antri ya masih diluar gedung..tapi aku tetap memaklumi..namanya Rumah sakit kategori baru di Semarang.semoga kedepannya semakin berbenah diri untuk bersaing dlm pelayanan kemanusiaan.🙏"
Siloam Hospitals Semarang,Marie Teraluminou,5.0,"(Translated by Google) Mini Hospital Valet Parking free. Although small, it is quite comfortable, clean, neat, bright, doesn't smell like a hospital. The facilities are quite complete, there are many doctors. Not tired, dizzy, confused, because it's close to every service point. No need to walk far to every service point. If every patient makes an appointment, the atmosphere will be more exclusivity awake. The queue can also be faster. If the doctor can always be on time, the patient will be happy, there is no need to wait long. The queuing system looks like it could be improved. Staff also need to be more communicative. There are areas where the signal is difficult, it would be better if it was improved, so we wouldn't be stunned. (Original) Rumah Sakit Mini Vallet Parkir gratis. Walaupun kecil namun cukup nyaman, bersih, rapi, terang, tidak bau rumah sakit. Fasilitas cukup lengkap, dokternya banyak. Tidak capek, pusing, bingung, karena dekat ke tiap titik pelayanan. Tidak perlu berjalan jauh ke setiap titik pelayanan. Kalau setiap pasien melakukan appointment pasti suasana lebih terjaga eksklusifitasnya. Antrinya juga bisa lebih cepat. Kalau dokternya bisa senantiasa ontime pasti pasien akan senang, tidak perlu menunggu lama. Sistem antrian sepertinya bisa lebih ditingkatkan. Staf juga perlu lebih komunikatif. Ada area yang susah sinyal lebih baik kalau ditingkatkan, supaya kami tidak bengong."
Siloam Hospitals Semarang,Davy Pratama,5.0,"(Translated by Google) I really like & match the hospital emergency services. Siloam Semarang. Even when an impromptu patient arrives at noon early in the morning, doctors and nurses are always on standby & the diagnosis and medication given are also right. The hospital looks fancy, but the cost of emergency room and medicine is still quite affordable. 2x I was served by Dr. David Gani at the ER & I am very grateful to him who really cares about his patients. Always always maintain the quality of service for the hospital. Siloam Semarang 👍👍 (Original) Saya sangat suka & cocok dengan pelayanan IGD RS. Siloam Semarang. Walau pasien dadakan datang pas Pagi buta pun, Dokter maupun perawatnya selalu standby & diagnosa maupun obat yang diberikan juga tepat. RS-nya terlihat mewah ,tapi biaya IGD maupun obat-obatan masih cukup terjangkau. 2x saya dilayani oleh dr. David Gani di IGD & saya sangat berterima kasih sama beliau yang sangat peduli sama pasiennya. Tetap selalu jaga kualitas servisnya buat RS. Siloam Semarang 👍👍"
Siloam Hospitals Semarang,iqbal putra amirullah,5.0,"(Translated by Google) The service is very good, the doctor is very friendly, really understands the patient if he explains to the patient, he cares about the patient, thank you very much dr. Teguh Priyanto, Sp.KK continues to be successful doctors in the future. (Original) Pelayanan sangat baik dokter nya sangat ramah sangat mengerti pasien kalau menjelaskan Ke pasien begitu care dengan pasien, terimakasih banyak dr. Teguh Priyanto, Sp.KK sukses terus dokter kedepan nya."
Siloam Hospitals Semarang,Mega Ayunda,5.0,"(Translated by Google) The service for the antigen test is fast, very friendly, the place is clean Cs is also responsive in providing answers via WhatsApp Thankyou siloam (Original) Pelayanan untuk test antigen cepat, ramah sekali, tempat bersih Cs nya juga cepat tanggap dalam memberikan jawaban via whatsapp Thankyou siloam"
Siloam Hospitals Semarang,irawan raharjo,5.0,"(Translated by Google) Big name RS. Siloam has been around for a long time, but only since August opened a branch in Semarang City. Congratulations on serving in the health sector for the people of Semarang! This hospital is clean and the medical, administrative, and supporting services are very helpful. The services from doctors in the ER are polite, informative, and communication with patients feels familiar. Modern health facilities and a network with hospitals. Siloam in various cities can be a plus. I personally have experienced outpatient services in the ER and blood testing laboratories. The only drawback that I feel is the car park which is quite far, especially if the rainy season will be very inconvenient. Hopefully RS. Siloam can maintain, even improve services to the people of Semarang. Happy ! (Original) Nama besar RS. Siloam sudah lama sekali terdengar, namun baru sejak Agustus membuka cabang di Kota Semarang. Selamat melayani di bidang kesehatan bagi masyarakat Semarang ! Rumah Sakit ini terhitung bersih dan pelayanan bagian medis, administrasi, dan penunjang sangat membantu. Layanan dari dokter di UGD yang sopan, informatif, serta komunikasi dengan pasien terasa familiar. Sarana kesehatan yang modern serta jaringan dengan RS. Siloam di berbagai kota dapat menjadi nilai tambah. Saya pribadi telah merasakan layanan rawat jalan di UGD dan laboratorium pemeriksaan darah. Satu-satunya kekurangan yang saya rasakan adalah sarana parkir mobil yang cukup jauh, terutama jika musim hujan akan sangat merepotkan. Semoga RS. Siloam dapat mempertahankan, bahkan meningkatkan layanan kepada masyarakat Semarang. Selamat !"
